,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
22,Vanilla Dark Matter (2018),Dark Ale,Barreled Souls Brewing Company,3.98,302,10.1% ABV,01/27/18,,1.0
23,Hillrock Bourbon Barrel Aged Dark Matter (2019),Dark Ale,Barreled Souls Brewing Company,3.97,182,11.5% ABV,03/14/19,,1.0
24,Side By Side,Dark Ale,Hair of the Dog Brewing Company,3.97,"1,386",11.5% ABV,02/19/17,"This beer has a deep roasty flavor with notes of blackberry jam and liquorish. Produced by Shiga Kogen, Brouwerij de Molen and Hair of the Dog, this bottle is a blend of Hel & Verdoemenis, W-IBA and Fred. History and tradition are intertwined with creative though and passion, producing a beverage with depth and flavor. Alan Sprints | Brewmaster",1.0
25,Hillrock Single Malt Barrel Aged Dark Matter (2019),Dark Ale,Barreled Souls Brewing Company,3.96,224,11.5% ABV,03/14/19,,
26,Rum Barrel 20th Anniversary Ale,Dark Ale,Dark Horse Brewing Co.,3.96,501,9.3% ABV,12/09/17,,
27,Triple Digit Series: Belsnickel,Dark Ale,Listermann Brewing Company,3.96,788,12.5% ABV,12/12/16,"12.5% blend of brandy and bourbon barrel aged beers with chocolate, nutmeg, allspice and ginger. It’s kind of like Santa. But dirty.",
28,Paid Time Off!,Dark Ale,3 Sheeps Brewing Company,3.96,"5,018",10% ABV,04/22/15,"Imperial black wheat ale brewed with toasted coconut, cocoa nibs, and walnuts.",
29,Coffee Caramel Dark Matter (2019),Dark Ale,Barreled Souls Brewing Company,3.95,289,10.1% ABV,03/14/19,"Dark Matter brewed with homemade Caramel and Coffee from Elements in Biddeford, ME.",
30,The Factory,Dark Ale,Foam Brewers,3.95,892,10% ABV,12/21/18,"The Factory is a concept that was born several years ago, yet comes into full maturity this week. Inspired by Terry's Chocolate Orange, The Factory is a smooth yet indulgent experience. Brewed with the juice and zest of hundreds of freshly picked California oranges, cocao nibs, and a significant portion of wheat, it is nearly impossible to notice the oh so gentle 10% abv. Perfect for a stocking stuffer, or unwinding after this sometimes exhausting family gatherings.",
31,Mushhushshu,Dark Ale,Rhinegeist Brewery,3.95,"3,798",11.6% ABV,01/26/16,"This is the parent page for Mushhushshu. For year-by-year check-ins, use specific vintage pages.",
32,Zombie Awakening,Dark Ale,Lion Bridge Brewing Company,3.95,395,7% ABV,09/06/19,"A hauntingly good collaboration with Bloomsbury Farm and their Scream Acres haunted attractions in Atkins, Iowa.
Black as the inside of a buried coffin, with enough Dash dark roast coffee to put a pep in the step of even the most lumbering undead walker.",
33,Big Kahuna,Dark Ale,Junkyard Brewing Company,3.94,"1,134",10.4% ABV,04/11/15,This imperial coconut dark ale was brewed with over 75 pounds of house-roasted coconut flakes! It’s bold malt profile lends to flavors of rich dark chocolate for an overall taste reminiscent of a Mounds candy bar and a flavor experience like sitting oceanside on a warm summer evening at high tide. Surf's up!,
34,Gyle 500,Dark Ale,Garage Project,3.94,176,14% ABV,08/09/16,"Brewed to celebrate Garage Project's 500th batch of beer. Strong Ale style. Dark, spiced and barrel aged.",
35,Chickowsvidanya Brandy Barrel,Dark Ale,Listermann Brewing Company,3.93,170,12.5% ABV,03/12/19,,
36,Bourbon Barrel Aged Dark Matter,Dark Ale,Barreled Souls Brewing Company,3.92,398,11.8% ABV,09/19/15,,
37,Vanilla Sadie,Dark Ale,Beachwood Brewing,3.92,170,13% ABV,10/01/18,Bourbon Barrel-Aged Dark Ale with Vanilla Bean - Sadie is an expressive strong ale that was carefully aged in bourbon barrels for one year. Rich accents of caramel and vanilla flavors are carefully intertwined with delicate notes of oak and toasted oats. This inspired beer is remarkably adventurous and delightfully spirited – just like its namesake.,
38,Belmont Station 15th Anniversary Ale,Dark Ale,Block 15 Brewing Company,3.92,427,9% ABV,06/15/12,,1.0
39,Gnight Ryder,Dark Ale,Against the Grain Brewery,3.91,"5,139",9% ABV,05/02/16,"Aged in red wine barrels. No beer is above the law around here, including Gnight Ryder. This imperial black ale is interred in red wine barrels and emerges unrecognizable. It’s not the general, it sure ain’t the sheriff, it’s the Gnight Ryder.",
40,Dark Matter,Dark Ale,Barreled Souls Brewing Company,3.91,"1,779",10.1% ABV,07/19/14,“We are much more certain what Dark Matter is not than we are what it is.” -NASA,
41,You Know What Time It Is!,Dark Ale,The Bruery,3.91,"1,571",15.1% ABV,08/02/17,"Our friends at The Full Pint have been leaders in craft beer news, reviews and advocacy in the digital space for a decade. As the mouthpiece for a generation of fans, we felt it was only appropriate to collaborate with The Full Pint Team and give everyone else something to talk about and sink their teeth into. This 10 year anniversary salute is like dipping a PB&J sandwich in caramel sauce and washing it down with a glass of bourbon. Taking some of our richest, most malt-forward bourbon barrel-aged beers, we wove in ribbons of peanut butter character and boysenberry jam to bring this limited edition beer full circle.",1.0
42,Candy Bar Kiloton,Dark Ale,Able Baker Brewing Company,3.91,267,12.1% ABV,01/16/19,"A kiloton is ""a unit of explosive power equivalent to 1,000 tons of TNT"" and it's the measuring unit used to evaluate atomic and nuclear devices. The word ""kiloton"" was used for the 1st time in 1950 so the term ""candy bar"" pre-dates it by more than 100 years. Candy bars rose to popularity in the United States during WWI when soldiers, who had been rationed chocolate during the war, returned home and demanded that chocolate bars be made available to them. This confectionery brew is an homage to those soldiers and the ""explosion"" in demand they created for candy bars that continues unabated to this day. Candy Bar Kiloton is a bourbon barrel aged Imperial Dark Ale that combines elements of our favorite candy bars, featuring a pronounced almond aroma and sweet cherry flavors along with backing notes of chocolate, cinnamon, and toasted coconut. Unwrap & enjoy.",
43,Ozymandias,Dark Ale,Cambridge Brewing Company,3.91,215,15% ABV,04/26/12,Barrel ages extra strong dark ale in honor of CBCs 23rd anniversary.,
44,Dawn Juan,Barleywine - American,Steel Toe Brewing,3.91,330,9% ABV,01/30/13,"Coffee infused strong black ale has robust coffee aroma and is met with dark chocolate, hints of black cherry, and roasted malt character.",
45,Blackjack Nitrous Ale,Dark Ale,NXNW Brewing Company,3.9,"1,221",6.25% ABV,08/05/14,Our Okanogan Black Ale aged in bourbon barrels for an average of 6 months. Served on nitro for a rich and creamy texture.,1.0
46,Outlier,Dark Ale,Penrose Brewing Company,3.9,435,10% ABV,12/19/15,"Flavors of deep caramel, sweet malt and black cherries are wrapped in a warming blanket of smooth bourbon and vanilla. This Abbey-inspired dark ale opens up as it warms and releases the aromas hidden inside after aging 16 months in Woodford Reserve bourbon barrel",
47,Lamingtonne Imperial Dark Ale,Dark Ale,Bacchus Brewing Co.,3.9,242,10% ABV,03/10/16,"Imperial version of our best selling Lamington Dark Ale. No longer mimicking the light cake of the original, this is a full on luxurious coconut, chocolate cake.",
48,Louisiana Voodoo Queen,Dark Ale,Garage Project,3.9,"1,414",9.5% ABV,12/10/14,"This is a powerful dark brew. Inspired by the tradition of New Orleans coffee and the Louisiana Voodoo ‘cure-all’, Voodoo Queen is a rich, dark ale, redolent of plum fruit and spice and infused with chicory root and a specially roasted batch of Brazilian beans conjured up by our friends at Flight Coffee. So lay down your three nickels and imbibe with caution – powerful forces lie within. 

Best enjoyed from a stemmed glass rubbed on a black cat.",
49,Cold Press Black infused w/Hazelnut,Dark Ale,Bent Paddle Brewing Co.,3.89,540,6% ABV,09/30/18,Our Signature Cold Press Black Ale infused with Hazelnut,1.0
0,Trip in the Woods: Rye-Barrel-Aged Dunkelweizen,Dunkelweizen,Sierra Nevada Brewing Co.,3.9,997,9.6% ABV,06/03/17,"Dunkelweizen beers are the dark, robust, and surly cousins of the German-style hefeweizen. We elevate the traditional Dunkelweizen to the next level with the addition of rye and other specialty malts, building on the rich flavor profile. Our brewers then aged the beer in barrels formerly used to mature rye whiskey. With the first sip, you’ll discover the fruity and spicy nature of the Weizen yeast, but the finish is where the rye barrels shine—peppery and intense with a touch of vanilla flavor for a truly unique beer.",1.0
1,Basic AFternoon,Dunkelweizen,Lua Brewing,3.84,153,5.4% ABV,09/24/20,Dunkelweizen with toasted coconut and pumpkin spice.,
2,Küsterer Dunkelweizen,Dunkelweizen,Cedar Springs Brewing Company,3.82,674,5.9% ABV,10/20/16,"Enjoy our dark, Bavarian-style wheat beer with hints of roasted malt and milk chocolate balanced by soft, fruity esters developed during our traditional open fermentation methods. This is the perfect, cozy brew to accompany the cooler autumn & winter weather. 
** NOTE: this beer is NOT the Küsterer München Dunkel, which is a dark lager and is listed separately **",
3,Funkelweizen,Dunkelweizen,Fair State Brewing Cooperative,3.82,387,4.4% ABV,01/19/17,"A Dunkelweizen (dark wheat beer) gone funky. Flavors of sour cherry, wheat, and oak. The original kettle soured version of this beer was the first sour beer Fair State ever made. We’ve resurrected it in 100% barrel-fermented, mixed culture format.",
4,Oak Smoked Dunkelweizen,Dunkelweizen,Woodwright Brewing Company,3.81,225,5.9% ABV,11/24/18,,
5,Dunkelweizen,Dunkelweizen,Woodwright Brewing Company,3.81,699,6% ABV,03/11/16,,
6,Dunkelshaun Peanut Butter Chocolate Wheat Dunkel,Dunkelweizen,Great Barn Brewery,3.8,"2,042",6.2% ABV,07/20/18,,
7,Dunkelweizen,Dunkelweizen,Spahr Brewing Company,3.8,249,5% ABV,08/16/17,"An easy-drinking dark wheat beer. Highly carbonated to style. Aroma of caramel, banana and clove. Roasted wheat and balanced banana and clove flavor.",
8,Uber Nacht,Dunkelweizen,Bull Falls Brewery,3.79,313,9.5% ABV,06/12/16,,1.0
9,White Tuxedo,Dunkelweizen,8th Wonder Brewery,3.79,205,8.8% ABV,03/03/19,Imperial Dunkelweizen with Texas Honey aged in Jameson Barrels and finished with Champagne Yeast.,
10,Dunkelweizenbock B.A. Brewer's Blend,Dunkelweizen,Cervejaria Narcose,3.79,190,10% ABV,06/07/19,"Um blend da Nossa clássica dunkelweizenbock envelhecida em barris de madeira. De corpo aveludado e extremamente equilibrada, traz notas de chocolate, cravo e banana que são complementados pela complexidade dos aromas e sabores provenientes dos barris de madeira, sem exageros!",
11,Voll Projekt Dunkel Weisse,Dunkelweizen,Notch Brewing,3.79,345,5.2% ABV,05/02/17,THIS IS NOT THE SAME BEER AS NOTCH DUNKEL.,
12,Dunkelweizen,Dunkelweizen,Zwei Brewing Co.,3.79,440,5.25% ABV,07/19/15,"Creamy, banana and plum, with chocolate and spicy not",
13,Weihenstephaner Hefeweissbier Dunkel,Dunkelweizen,Bayerische Staatsbrauerei Weihenstephan,3.78,"72,333",5.3% ABV,10/06/10,"Our dark wheat beer is impressive with its creamy white foam. A fruity-fresh sweetness and hints of mature bananas harmonise with delicious flavours of roasted malt, sparkling and full-bodied with a light caramel taste on the first sip. An excellent accompaniment from hearty meals and game to chocolate and nut desserts. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.",
14,Dunkelwald,Dunkelweizen,Hammerheart Brewing Company,3.78,578,6.1% ABV,09/20/15,,
15,Ewald the Dark,Dunkelweizen,Utepils Brewing Co.,3.77,652,5.2% ABV,06/21/18,"Brewed with Pale and Dark malted wheat, Carawheat, lots of Munich Malt, and a touch of roast malt, combined with German Hops and our natural spring water. 

Ewald the Dark is an unfiltered, Dunkles Weißbier that pairs notes of banana and cloves with a hint of chocolate.",
16,Black Mountain Munich Dunkel,Dunkelweizen,Iechyd Da Brewing Company,3.77,228,5.1% ABV,01/27/18,,
17,Dunkelkristallweizen,Dunkelweizen,Schulz Bräu Brewing Company,3.77,353,7% ABV,01/01/17,"This is the strong and filtered version of a truly old-fashioned Bavarian wheatbeer. This dark, yet crystal clear wheat ale is of similar bready taste to the hefeweizen with a heightened caramelized malt richness to satisfy the 
palette.",
18,Dunkleweisen With Chocolate And Peanut Butter,Dunkelweizen,Tattered Flag Brewery,3.77,363,5.8% ABV,05/07/19,A collaboration with Cox Brewing. Like a chocolate peanut butter bananas.,
19,Dingaudamnit,Dunkelweizen,Hillman Beer,3.77,396,6% ABV,09/10/17,This dark wheat beer had a great spice note along with a touch of classic banana but br,
20,Bench Weiss,Dunkelweizen,Confluence Brewing Company,3.77,335,7.7% ABV,09/25/15,"Our Bench Weiss Dunkel Weizenbock holds together common flavors found in both bock and hefeweizen style beers. Forged in the depths of the mash kettle, this ""big brother"" to our Weiss Grip will stand the test of time. Brewed with a premium all-German malt bill, this dark brown beauty is anchored to its roots by massive amounts of Munich and wheat malt. The addition of Dark CaraMunich and other dark caramel malts bring out deep notes of ripe fruit that play with the clove and banana notes created by the weizen yeast. German hops round out this notable wheat bock resulting in a delicious creation that is sure to hold you tight and not let go.",
21,Dunkelweizen,Dunkelweizen,Grains of Wrath ,3.76,155,6.1% ABV,02/24/18,"Banana Bread, Caramel, Clove.",
22,D-Vice Dunkelweizen,Dunkelweizen,Fat Head's Brewery,3.76,256,5.2% ABV,10/23/18,"South German dark wheat ale with complex, rich, bready and chocolate malt flavors along with fruity esters and spicy phenolics provided by its unique yeast strain.",
23,Dark Welder,Dunkelweizen,Metropolitan Brewing,3.75,293,6.1% ABV,11/13/18,"Acacias, a single origin from Honduras, was hand-selected for partnership with our dark and spicy Rye Lager, Arc Welder Dunkel Rye. Flavor notes include brown sugar, molasses, candies pecan and fig jam. This beer+coffee blend is our offering to the oncoming change of season. Pairs well with warm hugs and wool blankets.",
24,Funky Hammerhead,Dunkelweizen,Ballast Point Brewing Company,3.75,176,5.2% ABV,10/01/15,With Cacao nib,1.0
25,Froderick,Dunkelweizen,MadCap Brew Co.,3.75,344,6.8% ABV,10/08/16,,
26,Delta,Dunkelweizen,Gneiss Brewing Company,3.75,302,5.1% ABV,09/05/15,German-style dark wheat beer,
27,B.A.D Brew Dunkel,Dunkelweizen,Copper City Brewing Company,3.75,157,5.5% ABV,12/07/16,"Tolles Bier! Using the same yeast as the Hefe, but twisted with roasted malts that produce delicious chocolate and spice notes.",
28,Julius Echter Hefeweißbier Dunkel,Dunkelweizen,Würzburger Hofbräu,3.75,"6,617",5.3% ABV,04/07/11,,
29,Ayinger Urweisse,Dunkelweizen,Ayinger Privatbrauerei,3.75,"38,307",5.8% ABV,01/16/11,"“The union of wheaty freshness and dark malt often produces a fullness of taste and complexity”, explains the world-famous English beer commentator Michael Jackson.
This also applies to the Ayinger Urweisse, which is a strong amber-colored, yeast cloudy wheat beer. The beer is strong with the first taste and malty in aroma. The top-fermented, yeasty taste sensation is unmistakable. This beer is rich in sparkle and has just a touch of a special bitter quality. The fruity, malty mild aroma will have you won you over immediately!",
